b_tgt,cat_input1,cat_input2,demog_age,demog_ho,demog_homeval,demog_inc,demog_pr,rfm1,rfm2,rfm3,rfm4,rfm5,rfm6,rfm7,rfm8,rfm9,rfm10,rfm11,rfm12,demog_genf,demog_genm,account
1,X,B,NA,0,91392,$0.00 ,31,$5.20 ,$4.27 ,$5.00 ,$6.00 ,5,15,4,10,17,12,5,74,1,0,100988923
0,X,A,NA,0,364718,$0.00 ,14,$13.00 ,$14.83 ,,$25.00 ,1,6,0,1,20,13,6,57,1,0,100870282
0,X,B,71,0,95992,49993,27,$30.00 ,$19.00 ,,$30.00 ,1,5,0,4,18,15,6,89,1,0,100033428
0,Z,D,NA,1,44311,48995,24,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,21,9,3,21,1,0,100081762
0,Z,B,51,1,324698,70092,18,$25.00 ,$25.00 ,$25.00 ,$25.00 ,1,1,1,1,22,10,4,22,0,1,100791149
0,X,E,74,1,28294,31664,17,$11.40 ,$11.44 ,$11.67 ,$11.00 ,5,9,3,5,16,13,6,44,0,1,100880639
0,X,C,40,1,50700,32546,28,$12.00 ,$12.00 ,$13.00 ,$13.00 ,4,4,2,2,16,13,6,32,1,0,100686772
0,X,E,72,0,43687,37165,30,$11.50 ,$7.71 ,$11.50 ,$12.00 ,1,16,1,11,25,8,3,127,1,0,100749421
1,X,E,87,0,41791,41131,30,$6.71 ,$5.55 ,$7.20 ,$8.00 ,7,22,5,13,17,13,6,105,0,1,100960616
1,X,B,83,1,62420,37323,42,$13.00 ,$8.87 ,$13.00 ,$14.00 ,3,14,1,6,18,12,5,88,1,0,100450932
0,X,C,54,1,68815,39703,37,$18.00 ,$14.00 ,,$18.00 ,1,5,0,1,26,9,4,100,0,1,100360073
0,Z,A,81,1,84329,57095,41,$25.00 ,$25.00 ,$25.00 ,$25.00 ,1,1,1,1,17,11,5,17,1,0,100328315
0,X,E,NA,1,43085,31590,35,$34.00 ,$24.80 ,$40.00 ,$25.00 ,4,15,2,8,15,13,6,76,1,0,100833279
0,X,E,73,1,42308,36042,25,$15.00 ,$10.83 ,,$15.00 ,1,5,0,0,17,13,5,62,1,0,100640625
1,X,D,82,0,133094,41995,19,$12.33 ,$5.75 ,$15.00 ,$5.00 ,2,11,0,5,6,11,3,125,1,0,100140495
0,X,E,67,1,56792,45492,31,$44.00 ,$36.17 ,,$44.00 ,1,6,0,2,26,10,5,75,1,0,101011853
0,Z,D,61,1,36203,40028,28,$15.00 ,$15.00 ,,$15.00 ,1,1,0,0,20,9,3,20,1,0,100662715
0,Z,E,44,1,292492,70360,35,$25.00 ,$25.00 ,$25.00 ,$25.00 ,1,1,1,1,16,11,4,16,1,0,100229310
0,X,B,84,0,135015,76873,36,$10.80 ,$11.36 ,$10.67 ,$10.00 ,5,11,3,8,25,11,6,105,0,1,101022377
1,X,B,NA,0,329515,$0.00 ,20,$6.80 ,$5.44 ,$6.50 ,$5.00 ,5,9,2,3,15,15,6,76,1,0,100716323
0,Z,B,NA,1,147633,39095,34,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,24,7,3,24,1,0,100315356
0,X,B,85,1,335046,91020,37,$35.00 ,$21.43 ,,$35.00 ,1,7,0,3,26,10,5,121,0,1,100735197
0,X,A,55,1,323797,73907,17,$12.33 ,$18.00 ,$11.00 ,$15.00 ,3,8,2,5,18,13,6,65,1,0,100295512
0,X,B,57,1,79092,63607,33,$11.00 ,$6.50 ,$10.00 ,$10.00 ,2,18,1,11,17,12,5,125,1,0,101004216
0,X,C,69,1,249877,31499,30,$0.00 ,$8.18 ,,$10.00 ,0,11,0,5,17,31,4,103,1,0,100847250
1,X,A,84,1,275003,105469,28,$21.00 ,$14.09 ,$21.00 ,$21.00 ,2,11,2,9,22,6,4,114,1,0,100117538
0,X,E,81,1,32478,41046,40,$13.00 ,$10.85 ,$13.00 ,$13.00 ,2,20,2,10,16,10,4,86,1,0,100922129
0,X,A,81,1,245813,91888,22,$20.00 ,$15.71 ,,$23.00 ,2,7,0,4,15,12,5,130,1,0,100580890
0,X,E,55,0,40758,$0.00 ,28,$21.25 ,$15.00 ,$22.50 ,$20.00 ,5,9,3,6,20,14,7,114,1,0,100275004
1,X,D,67,1,52640,51045,40,$9.00 ,$9.00 ,$8.75 ,$10.00 ,6,6,5,5,18,14,7,30,0,1,100781717
0,X,B,55,0,93943,$0.00 ,31,$15.00 ,$10.57 ,,$15.00 ,2,7,0,4,16,11,4,87,0,1,100402921
1,X,A,NA,1,445891,112197,26,$15.00 ,$9.53 ,$15.00 ,$17.00 ,3,15,2,12,16,14,6,112,0,1,100305570
0,X,E,NA,0,67528,36084,44,$21.67 ,$17.50 ,$22.50 ,$20.00 ,3,4,2,2,18,13,6,38,1,0,100046658
1,X,A,86,1,585336,118255,28,$9.25 ,$8.29 ,$9.00 ,$9.00 ,3,6,1,2,14,10,5,43,0,1,100021783
0,Z,E,67,1,44687,32375,49,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,17,11,4,17,0,1,101028445
0,X,E,65,1,147522,51240,37,$8.33 ,$13.57 ,$10.00 ,$10.00 ,3,7,2,5,16,11,5,65,0,1,100625740
1,X,E,NA,0,55277,55192,30,$7.50 ,$7.50 ,$7.50 ,$10.00 ,5,7,1,2,14,14,5,40,1,0,100376175
0,X,A,37,1,231389,61242,36,$25.00 ,$13.89 ,$25.00 ,$25.00 ,3,10,3,8,19,14,7,106,0,1,100985470
0,Y,E,NA,1,$0.00 ,100198,0,$16.67 ,$13.00 ,$20.00 ,$20.00 ,3,5,1,3,18,14,6,67,1,0,100014162
0,X,E,73,0,$0.00 ,41045,45,$22.50 ,$18.33 ,$20.00 ,$25.00 ,3,4,2,3,23,14,7,42,0,1,100710796
0,X,E,87,1,39688,33121,16,$14.00 ,$11.33 ,,$16.00 ,2,6,0,1,26,9,5,57,1,0,100534780
0,X,E,76,0,60676,41711,44,$16.00 ,$11.22 ,,$20.00 ,2,9,0,2,26,6,3,113,1,0,100141951
1,X,E,NA,0,257736,$0.00 ,1,$8.00 ,$6.91 ,$7.80 ,$10.00 ,8,12,6,7,19,15,7,44,1,0,100303286
0,X,E,34,1,43005,45732,37,$15.00 ,$11.83 ,$15.00 ,$16.00 ,2,6,2,6,20,14,6,81,0,1,100667470
0,X,E,NA,1,48513,55638,45,$20.00 ,$20.00 ,$20.00 ,$20.00 ,3,5,3,4,17,14,7,45,1,0,100833614
1,X,C,76,0,70506,57695,38,$5.57 ,$6.23 ,$5.80 ,$5.00 ,8,27,6,15,19,29,6,121,1,0,100740804
0,X,C,NA,1,30015,39000,30,$17.33 ,$13.00 ,$19.00 ,$17.00 ,3,5,1,2,18,13,6,41,1,0,100741255
0,Z,C,35,1,38308,$0.00 ,28,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,16,11,4,16,1,0,100362773
0,X,B,87,1,136096,73978,26,$15.00 ,$7.08 ,,$20.00 ,2,13,0,10,23,10,4,125,0,1,100348684
1,X,A,NA,1,184808,75931,31,$5.71 ,$5.29 ,$5.00 ,$10.00 ,7,17,4,8,16,12,5,91,0,1,100485573
0,Y,E,73,1,100204,38611,46,$7.33 ,$6.29 ,$6.83 ,$7.00 ,8,13,5,7,19,11,4,52,0,1,100941946
0,X,E,45,1,28412,54170,22,$22.50 ,$16.67 ,,$25.00 ,2,3,0,1,16,13,6,44,1,0,100341318
1,X,E,63,0,24777,32400,37,$6.33 ,$5.65 ,$6.33 ,$5.00 ,6,17,3,6,13,27,6,53,1,0,100467569
0,Z,C,59,1,81102,63863,43,$10.00 ,$8.33 ,,$10.00 ,2,3,0,0,15,11,5,23,1,0,100317381
1,X,E,31,0,415493,$0.00 ,0,$9.00 ,$9.00 ,$10.50 ,$10.00 ,4,4,2,2,18,12,6,28,0,1,100014080
0,Z,D,57,1,71289,56687,35,$20.00 ,$20.00 ,,$20.00 ,1,1,0,0,16,12,5,16,1,0,100417920
0,Z,D,NA,0,134736,$0.00 ,30,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,21,8,3,21,0,1,100948998
1,Y,D,60,1,131307,84631,35,$7.50 ,$7.20 ,$7.00 ,$9.00 ,4,5,2,2,16,15,6,29,1,0,100635359
0,X,B,NA,0,57108,46347,41,$8.86 ,$8.33 ,$9.00 ,$10.00 ,7,9,5,6,24,12,6,41,1,0,100451154
1,X,E,77,1,52507,27101,40,$8.75 ,$7.76 ,$8.00 ,$10.00 ,4,17,2,12,15,13,6,124,1,0,100880960
0,X,A,35,0,209804,48925,11,$12.50 ,$12.50 ,$12.50 ,$15.00 ,1,1,1,1,16,9,3,28,1,0,100296422
0,Z,A,49,1,272270,73908,17,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,16,10,4,16,1,0,100294561
0,X,E,72,1,50727,40178,0,$11.67 ,$10.78 ,$12.33 ,$12.00 ,6,9,3,5,16,13,6,44,0,1,100343294
0,Z,C,56,0,73799,$0.00 ,40,$17.00 ,$18.00 ,$17.00 ,$17.00 ,0,0,0,0,16,10,3,16,0,1,100415280
0,X,E,68,1,67939,52302,32,$10.33 ,$8.73 ,$10.00 ,$12.00 ,3,11,2,4,24,11,6,64,1,0,100277942
0,X,E,NA,0,45511,$0.00 ,17,$17.00 ,$11.60 ,$14.00 ,$20.00 ,2,5,1,2,16,13,6,43,1,0,100109951
0,Z,E,47,1,25404,35246,38,$0.00 ,$20.00 ,,$20.00 ,0,0,0,0,18,9,3,18,1,0,100785396
1,X,E,NA,1,61031,45562,32,$5.63 ,$5.56 ,$5.33 ,$7.00 ,9,10,7,7,17,14,7,35,0,1,100174726
0,X,E,72,0,69460,70852,36,$8.33 ,$7.50 ,$10.00 ,$8.00 ,3,4,1,2,16,11,5,45,0,1,100068340
0,Z,E,72,0,39310,22593,17,$15.00 ,$16.25 ,$15.00 ,$20.00 ,0,3,0,0,10,23,2,21,1,0,100863091
0,Z,B,51,0,72264,45383,41,$12.50 ,$12.50 ,$12.50 ,$10.00 ,3,3,3,3,18,23,10,19,0,1,100612782
0,Z,E,68,1,53588,31139,25,$0.00 ,$15.00 ,,$15.00 ,1,2,1,1,24,9,4,24,0,1,100826875
0,Z,B,38,1,116099,55716,29,$25.00 ,$25.00 ,$25.00 ,$25.00 ,2,2,2,2,22,12,6,22,0,1,100446927
1,X,B,32,1,78411,45676,36,$15.00 ,$15.00 ,$15.00 ,$15.00 ,2,2,1,1,26,10,4,33,1,0,100426714
1,X,B,32,1,190972,68394,34,$13.33 ,$12.50 ,$12.50 ,$15.00 ,2,3,1,1,24,10,5,30,1,0,100227100
0,X,E,49,1,44110,37713,35,$11.14 ,$10.50 ,$11.20 ,$15.00 ,8,11,6,6,19,15,7,30,1,0,100784464
0,X,A,85,0,146408,$0.00 ,43,$11.00 ,$11.68 ,,$11.00 ,3,38,0,16,15,12,5,129,1,0,100967436
0,X,E,74,1,42711,46550,28,$20.00 ,$14.57 ,$20.00 ,$25.00 ,2,7,1,4,18,13,6,67,0,1,100372304
0,X,B,55,1,138281,108866,28,$66.67 ,$65.00 ,$50.00 ,$100.00 ,2,4,0,0,12,31,6,27,0,1,100540030
0,X,E,NA,0,55000,$0.00 ,2,$18.33 ,$17.14 ,$17.50 ,$25.00 ,2,6,1,3,17,12,5,44,1,0,101032662
0,X,E,69,0,69181,$0.00 ,40,$10.00 ,$7.50 ,,$15.00 ,2,4,0,2,18,12,6,66,0,1,100368518
0,X,E,NA,0,70811,$0.00 ,36,$17.50 ,$17.50 ,$15.00 ,$20.00 ,1,1,0,0,19,9,3,28,1,0,100160744
1,X,D,57,0,68496,52489,27,$10.67 ,$8.85 ,$11.00 ,$12.00 ,3,13,2,9,17,13,6,105,1,0,100044796
0,Z,C,NA,0,150109,61099,34,$50.00 ,$50.00 ,$50.00 ,$50.00 ,1,1,1,1,16,12,5,16,1,0,100073840
0,X,D,46,0,77828,56454,49,$10.00 ,$11.11 ,,$10.00 ,3,9,0,4,15,13,6,86,0,1,100081225
0,X,D,NA,0,111708,$0.00 ,38,$10.00 ,$12.00 ,$10.00 ,$10.00 ,2,5,2,4,16,14,7,45,1,0,100609829
0,X,B,NA,0,97718,48698,37,$35.00 ,$35.65 ,,$35.00 ,2,18,1,13,25,8,5,124,1,0,100901354
0,X,A,39,0,51937,$0.00 ,32,$20.00 ,$35.00 ,,$20.00 ,1,2,0,1,26,10,5,45,0,1,100497956
0,X,E,47,0,42881,$0.00 ,22,$10.00 ,$5.95 ,$10.00 ,$10.00 ,2,19,1,13,18,12,4,125,0,1,100082682
0,Z,C,NA,0,83579,59499,39,$0.00 ,$20.00 ,,$20.00 ,0,0,0,0,18,9,3,18,0,1,101041127
0,X,A,57,1,88903,60725,30,$16.67 ,$15.00 ,$15.00 ,$15.00 ,3,4,2,2,24,11,6,33,0,1,100020963
0,X,A,70,1,105226,78721,46,$17.50 ,$17.50 ,$17.50 ,$20.00 ,2,2,2,2,22,10,4,35,0,1,100309887
0,X,C,65,0,68311,47879,22,$17.50 ,$11.08 ,,$25.00 ,2,12,0,4,18,13,6,125,0,1,100896045
1,X,A,NA,0,352309,$0.00 ,7,$15.00 ,$10.00 ,$15.00 ,$20.00 ,2,5,2,3,23,12,6,57,1,0,100305033
0,X,E,62,1,20806,33697,35,$15.00 ,$13.67 ,,$15.00 ,2,4,1,3,19,12,6,45,1,0,100591649
0,Z,E,NA,1,34022,52489,33,$20.00 ,$20.00 ,$20.00 ,$20.00 ,2,2,2,2,25,8,4,25,1,0,100461561
0,Y,B,NA,0,130511,$0.00 ,37,$25.00 ,$13.08 ,$25.00 ,$25.00 ,2,14,2,6,20,28,3,115,1,0,101024639
0,X,A,NA,1,150009,81223,28,$16.00 ,$10.67 ,$16.00 ,$20.00 ,1,5,1,3,20,13,5,67,0,1,100023705
1,X,A,55,1,135563,49943,41,$18.67 ,$17.25 ,$20.00 ,$25.00 ,3,4,2,3,17,13,6,33,1,0,100978555
0,Z,E,NA,0,54694,$0.00 ,26,$12.50 ,$12.50 ,$12.50 ,$20.00 ,2,2,2,2,20,12,6,23,1,0,100279193
0,X,C,48,0,137542,74919,41,$25.00 ,$20.00 ,,$25.00 ,1,2,0,1,17,13,6,41,0,1,100412706
0,Y,D,62,0,34088,43706,25,$24.00 ,$16.13 ,,$25.00 ,2,8,0,2,18,13,6,69,0,1,100954946
0,X,E,73,0,73417,37095,34,$25.00 ,$15.20 ,,$25.00 ,1,10,0,3,18,13,6,74,1,0,100374806
0,Y,C,46,1,85979,48057,55,$10.00 ,$11.21 ,,$0.00 ,1,14,0,7,14,9,2,96,0,1,100339330
0,X,E,63,1,28694,37781,42,$5.00 ,$5.10 ,$5.00 ,$5.00 ,5,20,4,15,17,10,5,129,1,0,100533971
0,X,D,NA,0,89883,$0.00 ,42,$11.00 ,$11.09 ,$10.00 ,$12.00 ,3,12,2,9,20,5,3,87,0,1,100144717
0,X,B,48,1,74265,61438,33,$8.00 ,$7.07 ,$12.00 ,$8.00 ,3,14,1,2,24,12,6,117,1,0,100226687
0,X,E,NA,0,57481,43216,41,$17.00 ,$13.75 ,,$25.00 ,3,12,0,3,18,13,6,96,1,0,100952756
0,X,B,41,1,82734,53997,28,$35.00 ,$35.00 ,$35.00 ,$35.00 ,3,3,0,0,15,12,5,30,1,0,100403213
1,X,D,31,1,70695,46988,31,$3.60 ,$2.76 ,$3.33 ,$3.00 ,6,22,4,10,18,14,7,87,0,1,100570606
0,Z,C,59,1,58312,55484,38,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,24,7,3,24,1,0,100317264
0,X,E,51,1,44597,35266,26,$30.00 ,$27.50 ,,$30.00 ,1,2,0,1,26,10,5,53,0,1,100178686
0,Y,C,17,0,$0.00 ,$0.00 ,47,$25.00 ,$25.00 ,$25.00 ,$25.00 ,1,1,1,1,24,9,4,24,1,0,100051266
0,Y,E,77,0,30602,22874,19,$11.50 ,$7.50 ,$10.00 ,$10.00 ,2,8,1,4,18,13,6,63,1,0,100284860
0,Y,E,46,1,66102,56483,25,$25.00 ,$17.14 ,$25.00 ,$25.00 ,2,7,1,3,25,12,6,115,1,0,100433644
0,Y,D,NA,0,81601,$0.00 ,35,$13.50 ,$9.43 ,$13.50 ,$15.00 ,3,8,3,6,22,5,3,69,1,0,100044178
0,X,A,79,1,442693,80225,23,$51.50 ,$41.71 ,$51.50 ,$54.00 ,2,7,2,5,21,13,6,93,0,1,100773969
0,X,C,28,1,95505,60914,22,$17.00 ,$14.00 ,,$17.00 ,0,2,0,1,25,8,3,56,0,1,100539227
1,Y,C,NA,0,120575,$0.00 ,20,$20.00 ,$20.00 ,$20.00 ,$20.00 ,3,3,2,2,17,14,6,21,0,1,100700745
0,X,C,78,1,72678,39806,58,$5.00 ,$4.65 ,$5.00 ,$5.00 ,3,16,2,5,18,10,5,111,0,1,100087711
0,X,E,73,1,100790,34860,4,$20.00 ,$13.00 ,$15.00 ,$25.00 ,2,5,1,3,17,13,6,62,1,0,100399500
0,X,B,57,1,81306,41821,50,$17.00 ,$12.33 ,$17.00 ,$17.00 ,1,3,1,2,16,12,5,52,1,0,100708585
0,X,E,80,1,52813,42977,19,$13.00 ,$10.33 ,$16.00 ,$16.00 ,1,2,0,1,19,9,3,44,0,1,100440832
0,X,B,55,1,88892,56607,23,$20.00 ,$18.00 ,$20.00 ,$20.00 ,3,5,2,3,26,13,7,54,0,1,100603625
0,X,E,81,1,82716,29985,15,$20.33 ,$13.38 ,,$23.00 ,4,9,1,3,19,14,7,68,1,0,101011346
0,X,E,83,1,31036,33814,30,$15.00 ,$10.00 ,$13.33 ,$20.00 ,5,23,4,16,18,14,7,131,0,1,100464404
0,X,D,72,1,73174,44968,39,$14.00 ,$9.40 ,,$16.00 ,2,10,0,5,19,13,6,113,1,0,100878186
1,X,B,71,0,70584,$0.00 ,52,$13.00 ,$7.17 ,$13.00 ,$10.00 ,2,12,2,8,5,13,7,92,0,1,100524247
1,X,B,75,1,78381,41445,36,$25.00 ,$23.15 ,$25.00 ,$25.00 ,3,27,2,9,6,32,9,107,0,1,100347300
0,X,E,NA,0,56394,$0.00 ,35,$16.00 ,$9.14 ,$18.50 ,$20.00 ,3,7,2,4,21,7,4,101,1,0,100475325
0,X,B,63,1,191907,53315,45,$23.33 ,$15.94 ,$23.33 ,$0.00 ,3,16,3,6,5,43,10,68,0,1,100443585
0,X,A,46,1,199795,45048,22,$7.50 ,$6.75 ,$7.50 ,$6.00 ,2,4,2,2,18,13,6,29,0,1,100491572
0,X,E,80,0,38608,34853,30,$13.00 ,$8.86 ,,$15.00 ,2,7,0,3,18,11,4,105,1,0,100758411
0,X,A,43,0,175700,87669,23,$12.50 ,$10.00 ,,$15.00 ,2,4,0,2,18,13,6,74,0,1,100791922
0,X,D,78,0,38075,30501,21,$17.00 ,$11.29 ,$17.00 ,$17.00 ,1,7,1,5,21,10,4,105,0,1,100078308
0,X,D,61,1,50702,28136,32,$20.00 ,$11.33 ,$15.00 ,$25.00 ,1,14,0,9,25,11,4,128,1,0,100236129
0,X,C,47,0,87504,53051,34,$15.00 ,$12.50 ,,$15.00 ,1,6,0,2,23,10,4,71,1,0,100366343
0,X,C,75,1,64962,35440,36,$12.50 ,$7.40 ,$12.50 ,$15.00 ,2,5,2,4,18,12,6,53,1,0,100991241
0,Z,C,36,1,72220,43137,40,$10.67 ,$10.67 ,$10.67 ,$10.00 ,3,3,3,3,16,14,6,24,0,1,100748468
0,X,A,69,1,127264,78060,46,$16.00 ,$14.29 ,$15.00 ,$17.00 ,2,7,1,4,25,10,4,78,0,1,100888060
1,X,A,69,1,202089,60735,37,$5.00 ,$5.14 ,$5.00 ,$5.00 ,3,20,2,14,14,11,4,128,0,1,100969809
0,X,E,41,0,36497,34653,29,$11.00 ,$9.65 ,$11.00 ,$12.00 ,2,13,2,9,21,11,4,124,1,0,100479240
0,X,A,84,0,84233,42040,43,$10.50 ,$6.86 ,$11.00 ,$12.00 ,4,21,2,14,21,12,6,129,1,0,100001881
1,Z,B,79,1,301482,76357,35,$7.67 ,$7.67 ,$8.00 ,$7.00 ,3,3,2,2,19,12,6,24,0,1,100061594
0,X,C,NA,0,83580,$0.00 ,31,$23.33 ,$17.50 ,$20.00 ,$20.00 ,4,7,2,3,27,14,6,42,0,1,100746367
0,Y,A,27,0,110996,77754,25,$37.50 ,$35.00 ,$25.00 ,$50.00 ,2,9,1,5,15,14,6,106,1,0,100498563
0,X,D,NA,0,90659,53105,25,$22.50 ,$22.50 ,$25.00 ,$25.00 ,1,1,0,0,17,12,5,27,1,0,100658333
0,X,D,71,1,138512,51326,24,$20.00 ,$17.50 ,,$20.00 ,2,8,0,4,18,13,6,64,1,0,100802893
0,X,E,47,0,61919,53284,16,$20.00 ,$12.00 ,,$20.00 ,2,11,0,9,19,13,6,127,1,0,101053077
0,X,E,51,1,70208,43115,34,$17.50 ,$13.38 ,$20.00 ,$20.00 ,2,8,1,5,16,14,6,53,1,0,100342364
0,X,C,61,1,115103,41168,51,$13.00 ,$12.75 ,,$13.00 ,1,12,0,6,18,14,4,110,1,0,100434386
0,X,B,43,1,105883,82416,37,$14.00 ,$11.88 ,$13.75 ,$10.00 ,5,8,4,6,17,13,6,45,1,0,100234023
0,X,D,43,1,143107,40118,32,$16.00 ,$13.00 ,,$16.00 ,2,3,1,1,18,11,5,41,0,1,100975061
0,X,C,78,1,80528,58289,26,$10.00 ,$9.76 ,,$10.00 ,0,16,0,6,25,8,3,104,1,0,100649157
0,X,E,51,1,37797,42867,31,$24.67 ,$16.27 ,$24.67 ,$27.00 ,3,11,3,7,23,13,6,115,1,0,101056903
0,Z,B,NA,0,88188,$0.00 ,27,$20.00 ,$20.00 ,$20.00 ,$20.00 ,2,2,2,2,21,12,6,24,1,0,100998466
0,X,B,75,0,100686,61534,27,$7.50 ,$6.50 ,$7.00 ,$7.00 ,7,11,5,8,19,14,7,90,1,0,100595863
0,X,E,80,0,45040,$0.00 ,1,$14.67 ,$7.95 ,$15.67 ,$16.00 ,7,38,4,19,22,14,7,131,0,1,100728961
0,X,E,53,1,121395,41185,25,$18.75 ,$14.44 ,$17.50 ,$15.00 ,3,8,1,4,14,14,5,102,1,0,100276787
0,X,A,71,1,76230,63918,24,$18.13 ,$15.79 ,$21.25 ,$20.00 ,8,14,4,8,17,14,6,92,0,1,100040524
1,X,E,66,0,35604,44626,29,$5.60 ,$4.36 ,$5.33 ,$5.00 ,5,14,3,6,15,11,5,67,1,0,100183485
0,Z,A,68,1,215395,78368,36,$0.00 ,$15.00 ,,$15.00 ,0,1,0,0,19,10,4,19,0,1,100025030
1,X,E,NA,0,48295,42731,20,$3.29 ,$3.25 ,$3.00 ,$3.00 ,7,8,4,4,17,12,6,32,0,1,100640904
1,X,A,30,1,576505,73461,46,$10.67 ,$8.14 ,$8.50 ,$15.00 ,2,6,1,3,14,11,4,44,0,1,100503452
0,X,C,73,1,81300,68511,31,$20.00 ,$18.33 ,,$25.00 ,3,4,1,1,19,14,7,44,0,1,100455989
0,X,E,NA,0,38506,$0.00 ,19,$8.33 ,$7.33 ,$7.50 ,$10.00 ,3,30,2,15,26,7,3,90,0,1,100171081
0,X,D,59,0,64199,41762,32,$12.50 ,$11.25 ,$5.00 ,$20.00 ,2,4,1,3,26,9,4,88,1,0,100764997
0,X,D,37,1,140296,57163,26,$25.00 ,$22.50 ,,$25.00 ,1,2,0,0,25,12,6,32,1,0,100240641
0,X,D,60,1,99485,51939,28,$10.00 ,$17.00 ,$10.00 ,$30.00 ,1,18,1,9,7,34,7,129,0,1,100045514
0,Z,D,NA,0,53394,$0.00 ,41,$20.00 ,$20.00 ,,$20.00 ,2,2,1,1,17,13,6,17,1,0,100237130
1,X,C,62,1,155378,70986,29,$18.33 ,$13.00 ,$17.50 ,$20.00 ,2,6,1,4,18,12,5,75,0,1,100162843
0,Z,A,NA,0,186300,$0.00 ,12,$25.00 ,$25.00 ,$25.00 ,$25.00 ,0,0,0,0,15,11,4,15,1,0,100988758
0,Y,C,27,0,439166,73377,35,$15.00 ,$13.93 ,,$10.00 ,2,14,0,2,26,7,2,81,1,0,100427614
1,X,B,7,0,68587,$0.00 ,39,$7.25 ,$6.00 ,$7.00 ,$9.00 ,4,11,1,5,18,7,4,69,1,0,100393429
0,X,C,43,1,74942,45452,34,$12.50 ,$11.67 ,$10.00 ,$15.00 ,3,4,2,3,19,11,5,54,0,1,100605902
0,Z,A,NA,1,101409,36289,33,$15.00 ,$15.00 ,,$15.00 ,1,1,0,0,16,12,4,16,1,0,100699426
0,X,E,49,0,47323,31763,18,$37.50 ,$33.33 ,$50.00 ,$50.00 ,1,2,0,0,15,13,5,39,0,1,100476344
1,X,A,78,0,158903,48056,41,$12.50 ,$8.67 ,$10.00 ,$10.00 ,2,12,1,9,21,12,5,118,0,1,100195523
0,X,E,68,1,103805,56698,23,$15.00 ,$13.00 ,,$15.00 ,2,9,0,3,19,13,6,105,0,1,100817660
0,X,E,72,1,41814,27596,9,$20.00 ,$11.83 ,$20.00 ,$20.00 ,0,5,0,4,23,10,5,64,1,0,100053103
0,X,D,48,1,70668,84607,37,$32.65 ,$25.07 ,$36.86 ,$55.59 ,4,9,3,4,15,14,6,64,1,0,101001069
0,X,A,77,0,133074,59697,26,$12.33 ,$8.30 ,$12.33 ,$15.00 ,3,10,3,8,23,12,6,79,1,0,100677685
0,X,D,46,0,55692,$0.00 ,39,$25.17 ,$23.31 ,$25.00 ,$25.00 ,5,15,1,9,15,14,5,104,0,1,101008389
0,X,D,NA,0,69890,$0.00 ,28,$15.00 ,$9.40 ,,$15.00 ,1,4,0,0,24,9,3,79,0,1,100755025
0,X,A,NA,0,275014,$0.00 ,31,$11.67 ,$11.67 ,$11.67 ,$15.00 ,3,3,3,3,22,12,6,29,1,0,100593098
0,X,E,37,1,75825,47557,42,$20.00 ,$13.75 ,,$23.00 ,2,12,0,3,18,13,6,106,1,0,100064402
0,X,E,NA,0,44473,33628,20,$9.00 ,$8.25 ,$8.67 ,$10.00 ,4,20,3,13,18,13,6,113,0,1,100477046
0,X,E,NA,0,38396,$0.00 ,29,$25.00 ,$17.50 ,,$25.00 ,1,2,0,0,18,13,6,34,0,1,100863017
0,Z,A,NA,0,367398,$0.00 ,28,$15.00 ,$15.00 ,,$15.00 ,1,1,0,0,20,10,4,20,1,0,100581652
0,X,D,40,1,85373,36458,9,$16.33 ,$12.78 ,$16.00 ,$17.00 ,3,9,2,5,15,16,6,87,1,0,100395891
1,Y,B,77,1,190183,54265,32,$10.00 ,$3.88 ,$10.00 ,$15.00 ,2,17,2,13,23,12,6,129,1,0,100787038
1,X,A,41,1,188913,81306,22,$11.33 ,$9.95 ,$11.00 ,$12.00 ,2,18,1,8,17,11,4,87,0,1,100217389
1,X,A,60,0,97607,64768,0,$6.20 ,$6.68 ,$6.00 ,$5.00 ,5,19,1,10,15,12,5,125,1,0,100964782
0,X,E,NA,0,$0.00 ,$0.00 ,0,$11.67 ,$11.67 ,,$15.00 ,3,3,0,0,18,12,6,31,1,0,100109625
0,Z,E,NA,0,47485,$0.00 ,40,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,23,8,3,23,1,0,100723132
0,Z,A,NA,0,549977,137945,15,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,21,9,4,21,0,1,100581605
1,X,A,59,1,312700,64767,33,$10.67 ,$7.71 ,$15.00 ,$12.00 ,3,14,1,9,26,9,4,87,1,0,100716487
0,X,E,51,1,46515,40787,30,$4.50 ,$4.33 ,$4.00 ,$5.00 ,4,6,2,2,18,12,6,29,1,0,100368134
1,Z,D,72,1,97519,46675,45,$12.67 ,$12.67 ,$10.00 ,$12.00 ,3,3,1,1,18,14,6,24,1,0,100418198
